 id cycle setting1 setting2 setting3 s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 s21 RUL label1 label2
42 1 43 0.345 0.917 0.000 0.000 0.310 0.446 0.402 0.000 1.000 0.617 0.197 0.162 0.000 0.280 0.864 0.309 0.141 0.315 0.000 0.333 0.000 0.000 0.659 0.581 0.413 1 2
43 1 44 0.494 0.667 0.000 0.000 0.217 0.347 0.320 0.000 1.000 0.692 0.212 0.113 0.000 0.357 0.770 0.176 0.163 0.366 0.000 0.333 0.000 0.000 0.713 0.802 0.410 1 2
44 1 45 0.425 0.500 0.000 0.000 0.398 0.248 0.285 0.000 1.000 0.641 0.273 0.173 0.000 0.357 0.648 0.250 0.146 0.327 0.000 0.417 0.000 0.000 0.504 0.691 0.407 1 2
45 1 46 0.517 0.583 0.000 0.000 0.367 0.376 0.321 0.000 1.000 0.630 0.242 0.173 0.000 0.208 0.710 0.294 0.148 0.280 0.000 0.417 0.000 0.000 0.612 0.663 0.404 1 2
46 1 47 0.500 0.917 0.000 0.000 0.301 0.202 0.348 0.000 1.000 0.729 0.242 0.136 0.000 0.220 0.672 0.250 0.136 0.279 0.000 0.333 0.000 0.000 0.659 0.819 0.402 1 2
47 1 48 0.609 0.583 0.000 0.000 0.205 0.381 0.285 0.000 1.000 0.671 0.273 0.106 0.000 0.327 0.687 0.265 0.155 0.434 0.000 0.333 0.000 0.000 0.620 0.650 0.399 1 2
48 1 49 0.420 0.917 0.000 0.000 0.307 0.290 0.262 0.000 1.000 0.705 0.258 0.130 0.000 0.220 0.571 0.235 0.183 0.347 0.000 0.333 0.000 0.000 0.713 0.767 0.396 1 2
49 1 50 0.316 0.417 0.000 0.000 0.470 0.380 0.361 0.000 1.000 0.655 0.242 0.121 0.000 0.369 0.776 0.309 0.141 0.334 0.000 0.333 0.000 0.000 0.550 0.713 0.393 1 2
50 1 51 0.443 0.750 0.000 0.000 0.482 0.316 0.307 0.000 1.000 0.625 0.182 0.114 0.000 0.161 0.687 0.250 0.178 0.483 0.000 0.417 0.000 0.000 0.620 0.650 0.391 1 2
51 1 52 0.603 0.417 0.000 0.000 0.467 0.278 0.225 0.000 1.000 0.514 0.212 0.154 0.000 0.131 0.727 0.279 0.170 0.496 0.000 0.250 0.000 0.000 0.667 0.614 0.388 1 2
52 1 53 0.621 0.417 0.000 0.000 0.422 0.191 0.338 0.000 1.000 0.694 0.227 0.132 0.000 0.262 0.697 0.265 0.178 0.450 0.000 0.333 0.000 0.000 0.589 0.667 0.385 1 2
53 1 54 0.489 0.917 0.000 0.000 0.364 0.470 0.320 0.000 1.000 0.660 0.212 0.155 0.000 0.315 0.800 0.265 0.155 0.362 0.000 0.333 0.000 0.000 0.636 0.470 0.382 1 2
54 1 55 0.552 0.500 0.000 0.000 0.361 0.303 0.326 0.000 1.000 0.741 0.212 0.122 0.000 0.327 0.729 0.206 0.176 0.316 0.000 0.333 0.000 0.000 0.713 0.639 0.380 1 2
55 1 56 0.540 0.333 0.000 0.000 0.386 0.333 0.312 0.000 1.000 0.665 0.167 0.093 0.000 0.244 0.808 0.235 0.183 0.297 0.000 0.250 0.000 0.000 0.419 0.617 0.377 1 2
56 1 57 0.310 0.500 0.000 0.000 0.277 0.275 0.347 0.000 1.000 0.575 0.227 0.130 0.000 0.262 0.625 0.294 0.183 0.390 0.000 0.333 0.000 0.000 0.543 0.639 0.374 1 2
57 1 58 0.420 0.583 0.000 0.000 0.208 0.423 0.266 0.000 1.000 0.691 0.288 0.128 0.000 0.244 0.751 0.235 0.166 0.412 0.000 0.167 0.000 0.000 0.612 0.546 0.371 1 2
58 1 59 0.466 0.667 0.000 0.000 0.337 0.560 0.359 0.000 1.000 0.768 0.258 0.127 0.000 0.244 0.561 0.206 0.149 0.472 0.000 0.333 0.000 0.000 0.605 0.760 0.368 1 2
59 1 60 0.443 0.333 0.000 0.000 0.340 0.255 0.351 0.000 1.000 0.668 0.242 0.134 0.000 0.333 0.810 0.221 0.170 0.242 0.000 0.417 0.000 0.000 0.581 0.680 0.366 1 2
60 1 61 0.523 0.917 0.000 0.000 0.268 0.273 0.393 0.000 1.000 0.683 0.318 0.129 0.000 0.274 0.778 0.309 0.164 0.391 0.000 0.250 0.000 0.000 0.581 0.648 0.363 1 2
61 1 62 0.523 0.583 0.000 0.000 0.289 0.230 0.292 0.000 1.000 0.741 0.303 0.143 0.000 0.256 0.746 0.324 0.167 0.316 0.000 0.250 0.000 0.000 0.690 0.520 0.360 1 2
62 1 63 0.586 0.667 0.000 0.000 0.419 0.460 0.222 0.000 1.000 0.585 0.242 0.127 0.000 0.393 0.612 0.191 0.159 0.426 0.000 0.500 0.000 0.000 0.488 0.621 0.357 1 2
63 1 64 0.598 0.667 0.000 0.000 0.307 0.294 0.301 0.000 1.000 0.649 0.303 0.098 0.000 0.357 0.667 0.235 0.146 0.314 0.000 0.250 0.000 0.000 0.612 0.676 0.355 1 2
64 1 65 0.500 0.917 0.000 0.000 0.322 0.298 0.354 0.000 1.000 0.663 0.197 0.100 0.000 0.423 0.608 0.368 0.170 0.445 0.000 0.333 0.000 0.000 0.589 0.664 0.352 1 2
65 1 66 0.460 0.167 0.000 0.000 0.389 0.381 0.292 0.000 1.000 0.668 0.242 0.169 0.000 0.173 0.655 0.250 0.146 0.255 0.000 0.250 0.000 0.000 0.628 0.581 0.349 1 2
66 1 67 0.592 0.167 0.000 0.000 0.337 0.418 0.351 0.000 1.000 0.718 0.303 0.128 0.000 0.321 0.842 0.294 0.176 0.260 0.000 0.417 0.000 0.000 0.643 0.548 0.346 1 2
67 1 68 0.397 0.500 0.000 0.000 0.392 0.240 0.374 0.000 1.000 0.675 0.303 0.135 0.000 0.304 0.646 0.279 0.167 0.382 0.000 0.333 0.000 0.000 0.628 0.584 0.343 1 2
68 1 69 0.374 0.917 0.000 0.000 0.370 0.429 0.321 0.000 1.000 0.773 0.258 0.129 0.000 0.333 0.753 0.324 0.151 0.401 0.000 0.333 0.000 0.000 0.667 0.663 0.341 1 2
69 1 70 0.471 0.667 0.000 0.000 0.304 0.283 0.347 0.000 1.000 0.670 0.318 0.142 0.000 0.333 0.691 0.353 0.157 0.396 0.000 0.333 0.000 0.000 0.558 0.769 0.338 1 2
70 1 71 0.592 0.250 0.000 0.000 0.301 0.204 0.352 0.000 1.000 0.678 0.197 0.109 0.000 0.268 0.646 0.309 0.177 0.377 0.000 0.250 0.000 0.000 0.512 0.682 0.335 1 2
71 1 72 0.402 0.583 0.000 0.000 0.361 0.179 0.415 0.000 1.000 0.630 0.258 0.147 0.000 0.250 0.699 0.309 0.176 0.270 0.000 0.250 0.000 0.000 0.543 0.572 0.332 1 2
72 1 73 0.431 0.333 0.000 0.000 0.325 0.458 0.265 0.000 1.000 0.649 0.197 0.125 0.000 0.262 0.714 0.324 0.154 0.304 0.000 0.250 0.000 0.000 0.690 0.695 0.330 1 2
73 1 74 0.655 0.583 0.000 0.000 0.527 0.297 0.325 0.000 1.000 0.673 0.258 0.108 0.000 0.435 0.759 0.132 0.169 0.341 0.000 0.333 0.000 0.000 0.512 0.674 0.327 1 2
74 1 75 0.552 0.167 0.000 0.000 0.226 0.246 0.212 0.000 1.000 0.604 0.258 0.092 0.000 0.220 0.657 0.338 0.156 0.528 0.000 0.333 0.000 0.000 0.581 0.632 0.324 1 2
75 1 76 0.414 0.667 0.000 0.000 0.301 0.396 0.282 0.000 1.000 0.614 0.182 0.156 0.000 0.351 0.616 0.221 0.188 0.287 0.000 0.167 0.000 0.000 0.682 0.758 0.321 1 2
76 1 77 0.626 0.833 0.000 0.000 0.404 0.333 0.316 0.000 1.000 0.767 0.242 0.111 0.000 0.333 0.620 0.294 0.182 0.493 0.000 0.417 0.000 0.000 0.659 0.526 0.319 1 2
77 1 78 0.730 0.667 0.000 0.000 0.235 0.212 0.369 0.000 1.000 0.583 0.273 0.093 0.000 0.327 0.765 0.412 0.175 0.209 0.000 0.333 0.000 0.000 0.574 0.627 0.316 1 2
78 1 79 0.626 0.333 0.000 0.000 0.274 0.249 0.366 0.000 1.000 0.631 0.212 0.117 0.000 0.298 0.674 0.368 0.183 0.340 0.000 0.500 0.000 0.000 0.589 0.577 0.313 1 2
79 1 80 0.489 0.167 0.000 0.000 0.220 0.456 0.191 0.000 1.000 0.654 0.242 0.098 0.000 0.470 0.603 0.324 0.179 0.379 0.000 0.333 0.000 0.000 0.581 0.645 0.310 1 2
80 1 81 0.397 0.167 0.000 0.000 0.458 0.300 0.334 0.000 1.000 0.649 0.303 0.106 0.000 0.345 0.633 0.250 0.149 0.384 0.000 0.333 0.000 0.000 0.488 0.661 0.307 1 2
81 1 82 0.431 0.583 0.000 0.000 0.250 0.393 0.286 0.000 1.000 0.697 0.303 0.119 0.000 0.238 0.695 0.221 0.176 0.284 0.000 0.417 0.000 0.000 0.581 0.521 0.305 1 2
82 1 83 0.523 0.917 0.000 0.000 0.437 0.371 0.407 0.000 1.000 0.586 0.273 0.123 0.000 0.220 0.691 0.250 0.162 0.338 0.000 0.250 0.000 0.000 0.512 0.598 0.302 1 2
83 1 84 0.529 0.667 0.000 0.000 0.431 0.316 0.411 0.000 1.000 0.654 0.227 0.129 0.000 0.315 0.608 0.265 0.163 0.342 0.000 0.333 0.000 0.000 0.457 0.512 0.299 1 2
84 1 85 0.644 0.750 0.000 0.000 0.322 0.416 0.400 0.000 1.000 0.733 0.167 0.154 0.000 0.304 0.770 0.250 0.183 0.481 0.000 0.333 0.000 0.000 0.674 0.538 0.296 1 2
85 1 86 0.431 0.833 0.000 0.000 0.190 0.387 0.360 0.000 1.000 0.618 0.303 0.115 0.000 0.315 0.667 0.309 0.155 0.356 0.000 0.500 0.000 0.000 0.620 0.691 0.294 1 2
86 1 87 0.500 0.167 0.000 0.000 0.337 0.341 0.521 0.000 1.000 0.684 0.364 0.129 0.000 0.292 0.584 0.265 0.157 0.414 0.000 0.250 0.000 0.000 0.574 0.616 0.291 1 2
87 1 88 0.667 0.750 0.000 0.000 0.226 0.223 0.402 0.000 1.000 0.746 0.258 0.112 0.000 0.363 0.748 0.235 0.163 0.514 0.000 0.333 0.000 0.000 0.589 0.572 0.288 1 2
88 1 89 0.546 0.417 0.000 0.000 0.310 0.298 0.337 0.000 1.000 0.654 0.227 0.150 0.000 0.363 0.610 0.294 0.182 0.477 0.000 0.333 0.000 0.000 0.628 0.600 0.285 1 2
89 1 90 0.598 0.417 0.000 0.000 0.440 0.291 0.518 0.000 1.000 0.488 0.303 0.133 0.000 0.280 0.597 0.309 0.154 0.274 0.000 0.250 0.000 0.000 0.651 0.797 0.283 1 2
90 1 91 0.644 0.167 0.000 0.000 0.232 0.301 0.380 0.000 1.000 0.594 0.212 0.130 0.000 0.280 0.610 0.324 0.178 0.269 0.000 0.500 0.000 0.000 0.752 0.677 0.280 1 2
91 1 92 0.557 0.333 0.000 0.000 0.506 0.414 0.313 0.000 1.000 0.638 0.364 0.119 0.000 0.357 0.687 0.250 0.162 0.282 0.000 0.333 0.000 0.000 0.659 0.632 0.277 1 2
92 1 93 0.684 0.667 0.000 0.000 0.494 0.495 0.443 0.000 1.000 0.680 0.258 0.117 0.000 0.363 0.584 0.294 0.171 0.370 0.000 0.333 0.000 0.000 0.558 0.488 0.274 1 2
93 1 94 0.379 0.667 0.000 0.000 0.373 0.267 0.383 0.000 1.000 0.646 0.379 0.108 0.000 0.375 0.623 0.279 0.168 0.491 0.000 0.417 0.000 0.000 0.550 0.665 0.271 1 2
94 1 95 0.609 0.750 0.000 0.000 0.497 0.143 0.470 0.000 1.000 0.654 0.182 0.122 0.000 0.315 0.689 0.206 0.164 0.510 0.000 0.500 0.000 0.000 0.481 0.597 0.269 1 2
95 1 96 0.305 0.583 0.000 0.000 0.295 0.284 0.218 0.000 1.000 0.562 0.258 0.121 0.000 0.321 0.633 0.265 0.159 0.409 0.000 0.333 0.000 0.000 0.574 0.596 0.266 1 2
96 1 97 0.701 0.250 0.000 0.000 0.259 0.539 0.431 0.000 1.000 0.572 0.288 0.109 0.000 0.363 0.635 0.265 0.149 0.329 0.000 0.333 0.000 0.000 0.674 0.555 0.263 1 2
97 1 98 0.534 0.833 0.000 0.000 0.238 0.438 0.377 0.000 1.000 0.467 0.242 0.107 0.000 0.310 0.772 0.265 0.144 0.294 0.000 0.250 0.000 0.000 0.636 0.499 0.260 1 2
98 1 99 0.471 0.500 0.000 0.000 0.377 0.473 0.403 0.000 1.000 0.630 0.273 0.105 0.000 0.327 0.582 0.324 0.164 0.474 0.000 0.417 0.000 0.000 0.527 0.467 0.258 1 2
99 1 100 0.379 0.250 0.000 0.000 0.304 0.405 0.491 0.000 1.000 0.704 0.258 0.108 0.000 0.470 0.610 0.294 0.168 0.382 0.000 0.333 0.000 0.000 0.612 0.711 0.255 1 2
100 1 101 0.569 0.750 0.000 0.000 0.464 0.286 0.357 0.000 1.000 0.567 0.242 0.137 0.000 0.458 0.682 0.294 0.134 0.425 0.000 0.250 0.000 0.000 0.473 0.719 0.252 1 2
101 1 102 0.598 0.917 0.000 0.000 0.494 0.394 0.357 0.000 1.000 0.575 0.379 0.133 0.000 0.381 0.574 0.250 0.157 0.505 0.000 0.417 0.000 0.000 0.620 0.651 0.249 1 2
102 1 103 0.425 0.583 0.000 0.000 0.301 0.223 0.354 0.000 1.000 0.610 0.288 0.142 0.000 0.429 0.580 0.324 0.126 0.390 0.000 0.333 0.000 0.000 0.426 0.738 0.247 1 2
103 1 104 0.494 0.583 0.000 0.000 0.325 0.427 0.405 0.000 1.000 0.614 0.273 0.103 0.000 0.292 0.787 0.309 0.165 0.297 0.000 0.333 0.000 0.000 0.636 0.615 0.244 1 2
104 1 105 0.638 0.833 0.000 0.000 0.241 0.376 0.354 0.000 1.000 0.525 0.288 0.119 0.000 0.274 0.665 0.294 0.176 0.414 0.000 0.417 0.000 0.000 0.488 0.679 0.241 1 2
105 1 106 0.500 0.583 0.000 0.000 0.443 0.393 0.375 0.000 1.000 0.604 0.273 0.126 0.000 0.351 0.601 0.309 0.136 0.544 0.000 0.333 0.000 0.000 0.729 0.719 0.238 1 2
106 1 107 0.431 0.417 0.000 0.000 0.398 0.525 0.430 0.000 1.000 0.626 0.258 0.121 0.000 0.298 0.652 0.279 0.168 0.382 0.000 0.667 0.000 0.000 0.674 0.710 0.235 1 2
107 1 108 0.546 0.583 0.000 0.000 0.687 0.324 0.291 0.000 1.000 0.738 0.364 0.114 0.000 0.452 0.603 0.221 0.163 0.340 0.000 0.417 0.000 0.000 0.473 0.565 0.233 1 2
108 1 109 0.437 0.250 0.000 0.000 0.386 0.336 0.453 0.000 1.000 0.602 0.303 0.132 0.000 0.435 0.625 0.338 0.160 0.195 0.000 0.500 0.000 0.000 0.705 0.638 0.230 1 2
109 1 110 0.500 0.833 0.000 0.000 0.404 0.414 0.321 0.000 1.000 0.681 0.348 0.133 0.000 0.417 0.708 0.353 0.140 0.534 0.000 0.417 0.000 0.000 0.713 0.554 0.227 1 2
110 1 111 0.546 0.833 0.000 0.000 0.440 0.291 0.437 0.000 1.000 0.586 0.333 0.134 0.000 0.458 0.606 0.382 0.168 0.461 0.000 0.333 0.000 0.000 0.605 0.441 0.224 1 2
111 1 112 0.529 0.750 0.000 0.000 0.437 0.336 0.331 0.000 1.000 0.538 0.242 0.133 0.000 0.220 0.684 0.294 0.163 0.460 0.000 0.500 0.000 0.000 0.543 0.589 0.222 1 2
112 1 113 0.540 0.583 0.000 0.000 0.443 0.432 0.411 0.000 1.000 0.493 0.303 0.141 0.000 0.363 0.652 0.412 0.152 0.512 0.000 0.417 0.000 0.000 0.589 0.574 0.219 1 2
113 1 114 0.517 0.833 0.000 0.000 0.331 0.379 0.350 0.000 1.000 0.715 0.258 0.112 0.000 0.435 0.638 0.397 0.167 0.401 0.000 0.500 0.000 0.000 0.581 0.664 0.216 1 2
114 1 115 0.402 0.917 0.000 0.000 0.437 0.519 0.411 0.000 1.000 0.689 0.318 0.129 0.000 0.345 0.569 0.353 0.143 0.422 0.000 0.417 0.000 0.000 0.612 0.563 0.213 1 2
115 1 116 0.385 0.250 0.000 0.000 0.431 0.202 0.333 0.000 1.000 0.733 0.273 0.126 0.000 0.345 0.620 0.250 0.178 0.312 0.000 0.500 0.000 0.000 0.690 0.631 0.211 1 2
116 1 117 0.529 0.833 0.000 0.000 0.352 0.408 0.457 0.000 1.000 0.763 0.303 0.125 0.000 0.399 0.539 0.324 0.135 0.387 0.000 0.250 0.000 0.000 0.457 0.390 0.208 1 2
117 1 118 0.466 0.167 0.000 0.000 0.340 0.319 0.457 0.000 1.000 0.709 0.303 0.132 0.000 0.417 0.559 0.353 0.182 0.365 0.000 0.417 0.000 0.000 0.574 0.556 0.205 1 2
118 1 119 0.575 0.917 0.000 0.000 0.440 0.562 0.375 0.000 1.000 0.631 0.303 0.108 0.000 0.417 0.591 0.309 0.123 0.364 0.000 0.500 0.000 0.000 0.674 0.586 0.202 1 2
119 1 120 0.362 0.917 0.000 0.000 0.482 0.496 0.429 0.000 1.000 0.614 0.303 0.121 0.000 0.446 0.565 0.324 0.132 0.300 0.000 0.417 0.000 0.000 0.519 0.569 0.199 1 2
120 1 121 0.310 0.833 0.000 0.000 0.428 0.491 0.501 0.000 1.000 0.620 0.258 0.086 0.000 0.351 0.557 0.235 0.175 0.390 0.000 0.500 0.000 0.000 0.380 0.729 0.197 1 2
121 1 122 0.649 0.417 0.000 0.000 0.630 0.494 0.535 0.000 1.000 0.576 0.379 0.093 0.000 0.446 0.475 0.353 0.164 0.387 0.000 0.417 0.000 0.000 0.558 0.532 0.194 1 2
122 1 123 0.592 0.333 0.000 0.000 0.657 0.341 0.351 0.000 1.000 0.449 0.333 0.124 0.000 0.333 0.620 0.426 0.154 0.441 0.000 0.333 0.000 0.000 0.589 0.549 0.191 1 2
123 1 124 0.644 0.667 0.000 0.000 0.383 0.351 0.338 0.000 1.000 0.388 0.348 0.140 0.000 0.417 0.578 0.368 0.175 0.449 0.000 0.417 0.000 0.000 0.512 0.469 0.188 1 2
124 1 125 0.477 0.917 0.000 0.000 0.527 0.315 0.408 0.000 1.000 0.417 0.348 0.110 0.000 0.464 0.614 0.338 0.136 0.319 0.000 0.500 0.000 0.000 0.419 0.566 0.186 1 2
