 id cycle setting1 setting2 setting3 s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 s21 RUL label1 label2
12 1 13 0.436 0.538 0.000 0.000 0.253 0.497 0.288 0.000 1.000 0.235 0.635 0.224 0.333 0.257 0.219 0.649 0.273 0.545 0.000 0.273 0.000 0.000 0.518 0.515 0.469 1 2
13 1 14 0.552 0.538 0.000 0.000 0.426 0.450 0.372 0.000 1.000 0.266 0.659 0.228 0.333 0.337 0.243 0.619 0.254 0.655 0.000 0.182 0.000 0.000 0.512 0.476 0.468 1 2
14 1 15 0.209 0.769 0.000 0.000 0.351 0.323 0.303 0.000 1.000 0.208 0.618 0.240 0.333 0.343 0.252 0.637 0.267 0.590 0.000 0.182 0.000 0.000 0.506 0.541 0.466 1 2
15 1 16 0.640 0.692 0.000 0.000 0.197 0.451 0.288 0.000 0.938 0.202 0.659 0.246 0.333 0.257 0.230 0.625 0.251 0.636 0.000 0.273 0.000 0.000 0.470 0.463 0.464 1 2
16 1 17 0.390 0.538 0.000 0.000 0.248 0.525 0.281 0.000 1.000 0.261 0.647 0.198 0.333 0.177 0.214 0.595 0.288 0.531 0.000 0.455 0.000 0.000 0.518 0.463 0.462 1 2
17 1 18 0.291 0.615 0.000 0.000 0.363 0.287 0.393 0.000 1.000 0.220 0.629 0.268 0.333 0.291 0.226 0.643 0.270 0.638 0.000 0.364 0.000 0.000 0.565 0.624 0.460 1 2
18 1 19 0.442 0.462 0.000 0.000 0.342 0.386 0.340 0.000 1.000 0.239 0.635 0.261 0.333 0.269 0.218 0.625 0.288 0.522 0.000 0.273 0.000 0.000 0.500 0.497 0.458 1 2
19 1 20 0.337 0.769 0.000 0.000 0.333 0.300 0.289 0.000 1.000 0.234 0.629 0.246 0.333 0.269 0.267 0.655 0.244 0.649 0.000 0.273 0.000 0.000 0.417 0.573 0.456 1 2
20 1 21 0.506 0.308 0.000 0.000 0.417 0.507 0.327 0.000 1.000 0.210 0.641 0.262 0.333 0.326 0.255 0.643 0.255 0.641 0.000 0.273 0.000 0.000 0.446 0.590 0.454 1 2
21 1 22 0.564 0.769 0.000 0.000 0.302 0.429 0.312 0.000 1.000 0.235 0.635 0.267 0.333 0.360 0.250 0.655 0.276 0.621 0.000 0.364 0.000 0.000 0.506 0.446 0.452 1 2
22 1 23 0.169 0.385 0.000 0.000 0.283 0.425 0.264 0.000 1.000 0.227 0.641 0.233 0.333 0.274 0.206 0.655 0.282 0.575 0.000 0.273 0.000 0.000 0.530 0.533 0.450 1 2
23 1 24 0.831 0.615 0.000 0.000 0.276 0.408 0.277 0.000 1.000 0.229 0.624 0.252 0.333 0.411 0.246 0.649 0.289 0.627 0.000 0.273 0.000 0.000 0.536 0.549 0.448 1 2
24 1 25 0.448 0.154 0.000 0.000 0.255 0.441 0.461 0.000 1.000 0.201 0.641 0.269 0.333 0.354 0.220 0.661 0.287 0.577 0.000 0.273 0.000 0.000 0.405 0.475 0.447 1 2
25 1 26 0.552 0.385 0.000 0.000 0.358 0.410 0.339 0.000 0.938 0.248 0.635 0.219 0.333 0.337 0.219 0.649 0.264 0.573 0.000 0.364 0.000 0.000 0.452 0.460 0.445 1 2
26 1 27 0.529 0.385 0.000 0.000 0.300 0.362 0.360 0.000 1.000 0.219 0.635 0.218 0.333 0.366 0.220 0.655 0.257 0.620 0.000 0.182 0.000 0.000 0.530 0.467 0.443 1 2
27 1 28 0.465 0.769 0.000 0.000 0.508 0.276 0.362 0.000 1.000 0.242 0.641 0.175 0.333 0.274 0.225 0.661 0.259 0.647 0.000 0.273 0.000 0.000 0.506 0.551 0.441 1 2
28 1 29 0.430 0.385 0.000 0.000 0.281 0.454 0.249 0.000 1.000 0.215 0.629 0.232 0.333 0.303 0.206 0.643 0.284 0.589 0.000 0.455 0.000 0.000 0.518 0.539 0.439 1 2
29 1 30 0.407 0.154 0.000 0.000 0.396 0.444 0.306 0.000 0.938 0.248 0.665 0.235 0.333 0.371 0.238 0.619 0.261 0.712 0.000 0.364 0.000 0.000 0.565 0.499 0.437 1 2
30 1 31 0.477 0.538 0.000 0.000 0.347 0.427 0.318 0.000 1.000 0.196 0.618 0.212 0.333 0.314 0.233 0.643 0.268 0.532 0.000 0.182 0.000 0.000 0.613 0.517 0.435 1 2
31 1 32 0.605 0.077 0.000 0.000 0.297 0.458 0.240 0.000 1.000 0.272 0.665 0.223 0.333 0.274 0.252 0.613 0.272 0.626 0.000 0.273 0.000 0.000 0.506 0.455 0.433 1 2
32 1 33 0.651 0.231 0.000 0.000 0.386 0.298 0.357 0.000 1.000 0.220 0.647 0.193 0.333 0.331 0.213 0.637 0.288 0.619 0.000 0.364 0.000 0.000 0.589 0.495 0.431 1 2
33 1 34 0.360 0.308 0.000 0.000 0.321 0.433 0.411 0.000 1.000 0.224 0.624 0.231 0.333 0.446 0.217 0.649 0.246 0.641 0.000 0.273 0.000 0.000 0.506 0.562 0.429 1 2
34 1 35 0.180 0.692 0.000 0.000 0.225 0.518 0.301 0.000 1.000 0.198 0.665 0.239 0.333 0.491 0.220 0.649 0.258 0.653 0.000 0.364 0.000 0.000 0.435 0.387 0.427 1 2
35 1 36 0.570 0.154 0.000 0.000 0.377 0.344 0.294 0.000 1.000 0.251 0.659 0.228 0.333 0.360 0.227 0.655 0.245 0.622 0.000 0.455 0.000 0.000 0.440 0.610 0.426 1 2
36 1 37 0.267 0.385 0.000 0.000 0.286 0.483 0.311 0.000 1.000 0.250 0.618 0.257 0.333 0.366 0.245 0.649 0.272 0.421 0.000 0.455 0.000 0.000 0.512 0.539 0.424 1 2
37 1 38 0.733 0.154 0.000 0.000 0.386 0.478 0.382 0.000 1.000 0.260 0.653 0.249 0.333 0.349 0.247 0.625 0.257 0.520 0.000 0.364 0.000 0.000 0.393 0.513 0.422 1 2
38 1 39 0.878 0.462 0.000 0.000 0.178 0.284 0.365 0.000 1.000 0.225 0.659 0.261 0.333 0.286 0.229 0.631 0.292 0.590 0.000 0.364 0.000 0.000 0.440 0.447 0.420 1 2
39 1 40 0.541 0.308 0.000 0.000 0.323 0.384 0.284 0.000 1.000 0.235 0.624 0.239 0.333 0.314 0.239 0.649 0.265 0.576 0.000 0.545 0.000 0.000 0.458 0.497 0.418 1 2
40 1 41 0.419 0.308 0.000 0.000 0.262 0.357 0.369 0.000 0.938 0.239 0.629 0.252 0.333 0.360 0.238 0.619 0.271 0.482 0.000 0.364 0.000 0.000 0.536 0.419 0.416 1 2
41 1 42 0.605 0.308 0.000 0.000 0.286 0.399 0.408 0.000 1.000 0.225 0.647 0.248 0.333 0.326 0.226 0.619 0.257 0.624 0.000 0.364 0.000 0.000 0.411 0.525 0.414 1 2
42 1 43 0.552 0.769 0.000 0.000 0.438 0.336 0.348 0.000 1.000 0.208 0.624 0.252 0.333 0.234 0.237 0.625 0.236 0.667 0.000 0.364 0.000 0.000 0.577 0.522 0.412 1 2
43 1 44 0.616 0.538 0.000 0.000 0.433 0.416 0.477 0.000 1.000 0.155 0.641 0.232 0.333 0.326 0.255 0.601 0.263 0.669 0.000 0.091 0.000 0.000 0.595 0.444 0.410 1 2
44 1 45 0.610 0.538 0.000 0.000 0.403 0.390 0.482 0.000 1.000 0.221 0.624 0.226 0.333 0.274 0.244 0.625 0.279 0.671 0.000 0.273 0.000 0.000 0.500 0.409 0.408 1 2
45 1 46 0.285 0.692 0.000 0.000 0.276 0.364 0.366 0.000 1.000 0.239 0.682 0.246 0.333 0.297 0.218 0.661 0.238 0.653 0.000 0.364 0.000 0.000 0.423 0.583 0.406 1 2
46 1 47 0.390 0.692 0.000 0.000 0.412 0.544 0.331 0.000 1.000 0.216 0.653 0.258 0.333 0.337 0.217 0.619 0.266 0.529 0.000 0.364 0.000 0.000 0.577 0.368 0.405 1 2
47 1 48 0.517 0.462 0.000 0.000 0.375 0.371 0.345 0.000 1.000 0.218 0.659 0.226 0.333 0.331 0.230 0.661 0.269 0.588 0.000 0.545 0.000 0.000 0.506 0.414 0.403 1 2
48 1 49 0.674 0.154 0.000 0.000 0.358 0.439 0.262 0.000 1.000 0.206 0.671 0.269 0.333 0.337 0.212 0.643 0.261 0.541 0.000 0.182 0.000 0.000 0.446 0.473 0.401 1 2
49 1 50 0.453 0.769 0.000 0.000 0.368 0.508 0.335 0.000 1.000 0.223 0.635 0.234 0.333 0.223 0.216 0.661 0.254 0.606 0.000 0.364 0.000 0.000 0.476 0.466 0.399 1 2
50 1 51 0.430 0.462 0.000 0.000 0.319 0.458 0.206 0.000 1.000 0.244 0.641 0.229 0.333 0.297 0.236 0.625 0.279 0.484 0.000 0.273 0.000 0.000 0.435 0.562 0.397 1 2
51 1 52 0.512 0.692 0.000 0.000 0.415 0.372 0.417 0.000 1.000 0.215 0.629 0.209 0.333 0.314 0.200 0.595 0.264 0.568 0.000 0.273 0.000 0.000 0.476 0.413 0.395 1 2
52 1 53 0.535 0.308 0.000 0.000 0.377 0.367 0.359 0.000 1.000 0.168 0.665 0.216 0.333 0.371 0.236 0.661 0.264 0.615 0.000 0.273 0.000 0.000 0.440 0.525 0.393 1 2
53 1 54 0.541 0.154 0.000 0.000 0.384 0.399 0.456 0.000 1.000 0.249 0.665 0.233 0.333 0.303 0.230 0.661 0.240 0.606 0.000 0.364 0.000 0.000 0.488 0.497 0.391 1 2
54 1 55 0.512 0.769 0.000 0.000 0.330 0.449 0.378 0.000 1.000 0.237 0.653 0.222 0.333 0.246 0.237 0.649 0.267 0.614 0.000 0.273 0.000 0.000 0.452 0.526 0.389 1 2
55 1 56 0.547 0.462 0.000 0.000 0.457 0.410 0.296 0.000 0.938 0.222 0.653 0.227 0.333 0.217 0.250 0.655 0.255 0.663 0.000 0.545 0.000 0.000 0.470 0.491 0.387 1 2
56 1 57 0.360 0.231 0.000 0.000 0.382 0.427 0.296 0.000 1.000 0.224 0.629 0.261 0.333 0.240 0.223 0.631 0.257 0.544 0.000 0.273 0.000 0.000 0.494 0.549 0.385 1 2
57 1 58 0.250 0.385 0.000 0.000 0.267 0.455 0.399 0.000 1.000 0.203 0.635 0.233 0.333 0.274 0.210 0.667 0.255 0.610 0.000 0.455 0.000 0.000 0.613 0.446 0.384 1 2
58 1 59 0.512 0.462 0.000 0.000 0.274 0.486 0.442 0.000 1.000 0.233 0.624 0.225 0.333 0.314 0.258 0.643 0.271 0.670 0.000 0.455 0.000 0.000 0.482 0.572 0.382 1 2
59 1 60 0.494 0.231 0.000 0.000 0.393 0.286 0.456 0.000 1.000 0.218 0.665 0.236 0.333 0.354 0.232 0.625 0.255 0.549 0.000 0.364 0.000 0.000 0.488 0.413 0.380 1 2
60 1 61 0.674 0.154 0.000 0.000 0.265 0.388 0.360 0.000 1.000 0.215 0.653 0.267 0.333 0.309 0.230 0.625 0.274 0.486 0.000 0.273 0.000 0.000 0.607 0.510 0.378 1 2
61 1 62 0.680 0.154 0.000 0.000 0.382 0.580 0.327 0.000 1.000 0.217 0.671 0.229 0.333 0.320 0.232 0.649 0.269 0.657 0.000 0.182 0.000 0.000 0.440 0.475 0.376 1 2
62 1 63 0.547 0.308 0.000 0.000 0.230 0.384 0.416 0.000 1.000 0.245 0.653 0.219 0.333 0.360 0.254 0.661 0.270 0.584 0.000 0.273 0.000 0.000 0.482 0.520 0.374 1 2
63 1 64 0.465 0.615 0.000 0.000 0.386 0.491 0.351 0.000 1.000 0.253 0.647 0.254 0.333 0.371 0.257 0.625 0.247 0.629 0.000 0.273 0.000 0.000 0.446 0.463 0.372 1 2
64 1 65 0.297 0.231 0.000 0.000 0.307 0.484 0.221 0.000 1.000 0.211 0.624 0.231 0.333 0.354 0.246 0.619 0.282 0.584 0.000 0.273 0.000 0.000 0.536 0.581 0.370 1 2
65 1 66 0.500 0.308 0.000 0.000 0.309 0.425 0.325 0.000 1.000 0.234 0.629 0.252 0.333 0.383 0.199 0.631 0.253 0.706 0.000 0.273 0.000 0.000 0.512 0.384 0.368 1 2
66 1 67 0.529 0.462 0.000 0.000 0.274 0.416 0.353 0.000 1.000 0.225 0.665 0.250 0.333 0.383 0.204 0.655 0.275 0.674 0.000 0.273 0.000 0.000 0.369 0.386 0.366 1 2
67 1 68 0.535 0.077 0.000 0.000 0.288 0.325 0.389 0.000 1.000 0.220 0.671 0.253 0.333 0.377 0.206 0.607 0.225 0.633 0.000 0.273 0.000 0.000 0.476 0.523 0.365 1 2
68 1 69 0.512 0.538 0.000 0.000 0.478 0.497 0.354 0.000 1.000 0.210 0.676 0.234 0.333 0.240 0.244 0.667 0.280 0.706 0.000 0.364 0.000 0.000 0.536 0.417 0.363 1 2
69 1 70 0.384 0.077 0.000 0.000 0.351 0.535 0.380 0.000 1.000 0.231 0.659 0.247 0.333 0.326 0.227 0.667 0.253 0.659 0.000 0.455 0.000 0.000 0.577 0.472 0.361 1 2
70 1 71 0.686 0.769 0.000 0.000 0.407 0.380 0.323 0.000 1.000 0.209 0.665 0.255 0.333 0.286 0.226 0.625 0.241 0.629 0.000 0.273 0.000 0.000 0.571 0.563 0.359 1 2
71 1 72 0.570 0.615 0.000 0.000 0.251 0.350 0.397 0.000 1.000 0.228 0.659 0.272 0.333 0.326 0.227 0.673 0.234 0.716 0.000 0.364 0.000 0.000 0.518 0.478 0.357 1 2
72 1 73 0.477 0.154 0.000 0.000 0.276 0.442 0.322 0.000 1.000 0.230 0.671 0.256 0.333 0.371 0.227 0.655 0.254 0.788 0.000 0.455 0.000 0.000 0.524 0.485 0.355 1 2
73 1 74 0.477 0.385 0.000 0.000 0.239 0.385 0.356 0.000 1.000 0.217 0.653 0.218 0.333 0.303 0.227 0.643 0.271 0.656 0.000 0.455 0.000 0.000 0.506 0.472 0.353 1 2
74 1 75 0.442 0.769 0.000 0.000 0.323 0.447 0.300 0.000 1.000 0.193 0.647 0.216 0.333 0.286 0.232 0.625 0.266 0.549 0.000 0.455 0.000 0.000 0.506 0.519 0.351 1 2
75 1 76 0.599 0.462 0.000 0.000 0.471 0.428 0.358 0.000 1.000 0.228 0.635 0.232 0.333 0.263 0.248 0.649 0.293 0.603 0.000 0.364 0.000 0.000 0.357 0.446 0.349 1 2
76 1 77 0.081 0.385 0.000 0.000 0.276 0.346 0.351 0.000 1.000 0.217 0.647 0.244 0.333 0.343 0.211 0.685 0.255 0.522 0.000 0.273 0.000 0.000 0.470 0.435 0.347 1 2
77 1 78 0.500 0.538 0.000 0.000 0.473 0.275 0.361 0.000 1.000 0.221 0.653 0.260 0.333 0.303 0.223 0.690 0.282 0.658 0.000 0.273 0.000 0.000 0.423 0.503 0.345 1 2
78 1 79 0.547 0.692 0.000 0.000 0.279 0.376 0.364 0.000 1.000 0.209 0.659 0.243 0.333 0.223 0.216 0.655 0.267 0.563 0.000 0.273 0.000 0.000 0.488 0.494 0.344 1 2
79 1 80 0.663 0.692 0.000 0.000 0.162 0.437 0.250 0.000 1.000 0.240 0.653 0.230 0.333 0.303 0.212 0.625 0.279 0.608 0.000 0.455 0.000 0.000 0.405 0.543 0.342 1 2
80 1 81 0.622 0.462 0.000 0.000 0.302 0.346 0.397 0.000 1.000 0.197 0.659 0.244 0.333 0.189 0.232 0.673 0.283 0.693 0.000 0.545 0.000 0.000 0.458 0.509 0.340 1 2
81 1 82 0.395 0.077 0.000 0.000 0.400 0.446 0.396 0.000 1.000 0.234 0.659 0.215 0.333 0.286 0.225 0.667 0.271 0.636 0.000 0.455 0.000 0.000 0.565 0.476 0.338 1 2
82 1 83 0.192 0.154 0.000 0.000 0.237 0.449 0.387 0.000 1.000 0.268 0.653 0.211 0.333 0.320 0.212 0.661 0.277 0.550 0.000 0.455 0.000 0.000 0.494 0.406 0.336 1 2
83 1 84 0.703 0.538 0.000 0.000 0.258 0.416 0.342 0.000 1.000 0.246 0.665 0.225 0.333 0.331 0.214 0.679 0.279 0.553 0.000 0.182 0.000 0.000 0.482 0.451 0.334 1 2
84 1 85 0.517 0.154 0.000 0.000 0.405 0.449 0.346 0.000 1.000 0.204 0.659 0.242 0.333 0.423 0.221 0.661 0.263 0.681 0.000 0.636 0.000 0.000 0.470 0.516 0.332 1 2
85 1 86 0.430 0.692 0.000 0.000 0.288 0.510 0.407 0.000 1.000 0.247 0.659 0.221 0.333 0.371 0.217 0.613 0.240 0.661 0.000 0.455 0.000 0.000 0.423 0.527 0.330 1 2
86 1 87 0.267 0.538 0.000 0.000 0.335 0.400 0.349 0.000 1.000 0.196 0.676 0.224 0.333 0.440 0.203 0.667 0.291 0.682 0.000 0.364 0.000 0.000 0.506 0.555 0.328 1 2
87 1 88 0.535 0.769 0.000 0.000 0.145 0.462 0.310 0.000 1.000 0.203 0.641 0.228 0.333 0.309 0.218 0.643 0.238 0.639 0.000 0.364 0.000 0.000 0.542 0.406 0.326 1 2
88 1 89 0.506 0.308 0.000 0.000 0.429 0.576 0.463 0.000 1.000 0.281 0.682 0.237 0.333 0.280 0.256 0.649 0.260 0.612 0.000 0.364 0.000 0.000 0.423 0.552 0.324 1 2
89 1 90 0.436 0.308 0.000 0.000 0.349 0.346 0.339 0.000 1.000 0.221 0.665 0.274 0.333 0.371 0.220 0.631 0.283 0.552 0.000 0.364 0.000 0.000 0.512 0.411 0.323 1 2
90 1 91 0.384 0.154 0.000 0.000 0.407 0.553 0.453 0.000 1.000 0.241 0.659 0.212 0.333 0.389 0.233 0.667 0.237 0.564 0.000 0.545 0.000 0.000 0.446 0.469 0.321 1 2
91 1 92 0.593 0.154 0.000 0.000 0.244 0.449 0.332 0.000 1.000 0.198 0.647 0.271 0.333 0.360 0.218 0.625 0.214 0.585 0.000 0.455 0.000 0.000 0.446 0.440 0.319 1 2
92 1 93 0.610 0.385 0.000 0.000 0.410 0.338 0.414 0.000 1.000 0.241 0.676 0.262 0.333 0.423 0.223 0.637 0.277 0.504 0.000 0.364 0.000 0.000 0.464 0.411 0.317 1 2
93 1 94 0.669 0.615 0.000 0.000 0.436 0.409 0.279 0.000 0.938 0.219 0.629 0.247 0.333 0.229 0.236 0.649 0.273 0.579 0.000 0.364 0.000 0.000 0.435 0.347 0.315 1 2
94 1 95 0.657 0.385 0.000 0.000 0.459 0.255 0.451 0.000 1.000 0.224 0.659 0.229 0.333 0.354 0.225 0.649 0.267 0.666 0.000 0.364 0.000 0.000 0.452 0.472 0.313 1 2
95 1 96 0.337 0.692 0.000 0.000 0.300 0.446 0.333 0.000 1.000 0.209 0.671 0.224 0.333 0.383 0.223 0.667 0.278 0.638 0.000 0.455 0.000 0.000 0.363 0.527 0.311 1 2
96 1 97 0.541 0.154 0.000 0.000 0.323 0.396 0.173 0.000 1.000 0.238 0.688 0.225 0.333 0.434 0.237 0.667 0.238 0.616 0.000 0.364 0.000 0.000 0.405 0.455 0.309 1 2
97 1 98 0.448 0.692 0.000 0.000 0.311 0.373 0.393 0.000 1.000 0.205 0.706 0.238 0.333 0.371 0.223 0.649 0.277 0.618 0.000 0.455 0.000 0.000 0.542 0.511 0.307 1 2
98 1 99 0.570 0.692 0.000 0.000 0.466 0.401 0.394 0.000 1.000 0.210 0.671 0.241 0.333 0.303 0.222 0.685 0.280 0.687 0.000 0.455 0.000 0.000 0.452 0.468 0.305 1 2
99 1 100 0.564 0.462 0.000 0.000 0.297 0.352 0.401 0.000 1.000 0.196 0.653 0.221 0.333 0.474 0.211 0.631 0.272 0.601 0.000 0.364 0.000 0.000 0.548 0.473 0.303 1 2
100 1 101 0.349 0.846 0.000 0.000 0.417 0.433 0.362 0.000 1.000 0.242 0.653 0.259 0.333 0.297 0.224 0.643 0.265 0.596 0.000 0.273 0.000 0.000 0.429 0.540 0.302 1 2
101 1 102 0.610 0.308 0.000 0.000 0.323 0.469 0.326 0.000 1.000 0.254 0.641 0.237 0.333 0.320 0.229 0.661 0.281 0.632 0.000 0.364 0.000 0.000 0.458 0.487 0.300 1 2
102 1 103 0.634 0.154 0.000 0.000 0.351 0.531 0.459 0.000 1.000 0.201 0.676 0.228 0.333 0.366 0.221 0.661 0.287 0.634 0.000 0.273 0.000 0.000 0.381 0.465 0.298 1 2
103 1 104 0.471 0.846 0.000 0.000 0.541 0.431 0.531 0.000 1.000 0.216 0.671 0.243 0.333 0.326 0.223 0.667 0.243 0.727 0.000 0.455 0.000 0.000 0.423 0.414 0.296 1 2
104 1 105 0.506 0.769 0.000 0.000 0.400 0.447 0.281 0.000 1.000 0.223 0.653 0.212 0.333 0.394 0.221 0.690 0.253 0.560 0.000 0.273 0.000 0.000 0.476 0.399 0.294 1 2
105 1 106 0.750 0.538 0.000 0.000 0.255 0.521 0.385 0.000 1.000 0.201 0.676 0.233 0.333 0.337 0.211 0.649 0.270 0.625 0.000 0.545 0.000 0.000 0.452 0.470 0.292 1 2
106 1 107 0.779 0.385 0.000 0.000 0.361 0.471 0.347 0.000 1.000 0.223 0.694 0.222 0.333 0.303 0.213 0.655 0.266 0.605 0.000 0.455 0.000 0.000 0.435 0.378 0.290 1 2
107 1 108 0.465 0.077 0.000 0.000 0.403 0.521 0.444 0.000 1.000 0.218 0.659 0.241 0.333 0.257 0.213 0.637 0.256 0.688 0.000 0.364 0.000 0.000 0.542 0.395 0.288 1 2
108 1 109 0.581 0.692 0.000 0.000 0.358 0.423 0.325 0.000 1.000 0.237 0.676 0.272 0.333 0.320 0.235 0.631 0.276 0.732 0.000 0.364 0.000 0.000 0.500 0.426 0.286 1 2
109 1 110 0.116 0.154 0.000 0.000 0.300 0.530 0.363 0.000 1.000 0.200 0.641 0.241 0.333 0.360 0.208 0.661 0.260 0.670 0.000 0.455 0.000 0.000 0.518 0.472 0.284 1 2
110 1 111 0.337 0.077 0.000 0.000 0.286 0.452 0.430 0.000 1.000 0.212 0.635 0.255 0.333 0.286 0.228 0.643 0.254 0.611 0.000 0.364 0.000 0.000 0.452 0.428 0.282 1 2
111 1 112 0.599 0.385 0.000 0.000 0.244 0.488 0.386 0.000 1.000 0.203 0.694 0.224 0.333 0.263 0.247 0.649 0.256 0.695 0.000 0.455 0.000 0.000 0.476 0.542 0.281 1 2
112 1 113 0.558 0.077 0.000 0.000 0.375 0.521 0.286 0.000 0.938 0.182 0.671 0.242 0.333 0.406 0.222 0.673 0.268 0.592 0.000 0.364 0.000 0.000 0.417 0.488 0.279 1 2
113 1 114 0.529 0.615 0.000 0.000 0.457 0.407 0.284 0.000 1.000 0.224 0.682 0.254 0.333 0.320 0.214 0.637 0.267 0.557 0.000 0.455 0.000 0.000 0.571 0.390 0.277 1 2
114 1 115 0.465 0.154 0.000 0.000 0.330 0.315 0.331 0.000 1.000 0.215 0.659 0.205 0.333 0.400 0.177 0.679 0.239 0.551 0.000 0.455 0.000 0.000 0.464 0.428 0.275 1 2
115 1 116 0.442 0.462 0.000 0.000 0.363 0.337 0.342 0.000 1.000 0.216 0.635 0.262 0.333 0.400 0.224 0.649 0.264 0.653 0.000 0.455 0.000 0.000 0.482 0.474 0.273 1 2
116 1 117 0.413 0.692 0.000 0.000 0.452 0.344 0.470 0.000 1.000 0.202 0.676 0.228 0.333 0.326 0.188 0.661 0.258 0.687 0.000 0.273 0.000 0.000 0.613 0.460 0.271 1 2
117 1 118 0.669 0.154 0.000 0.000 0.361 0.517 0.476 0.000 1.000 0.238 0.676 0.241 0.333 0.246 0.205 0.679 0.250 0.655 0.000 0.364 0.000 0.000 0.554 0.309 0.269 1 2
118 1 119 0.541 0.077 0.000 0.000 0.253 0.380 0.329 0.000 1.000 0.213 0.665 0.260 0.333 0.394 0.206 0.649 0.247 0.615 0.000 0.273 0.000 0.000 0.375 0.444 0.267 1 2
119 1 120 0.599 0.692 0.000 0.000 0.276 0.343 0.367 0.000 1.000 0.201 0.682 0.244 0.333 0.360 0.260 0.655 0.222 0.594 0.000 0.455 0.000 0.000 0.488 0.475 0.265 1 2
120 1 121 0.151 0.154 0.000 0.000 0.272 0.553 0.417 0.000 1.000 0.238 0.665 0.244 0.333 0.440 0.220 0.690 0.275 0.675 0.000 0.364 0.000 0.000 0.440 0.561 0.263 1 2
121 1 122 0.663 0.154 0.000 0.000 0.431 0.372 0.344 0.000 1.000 0.236 0.671 0.246 0.333 0.377 0.203 0.661 0.262 0.613 0.000 0.364 0.000 0.000 0.506 0.394 0.261 1 2
122 1 123 0.395 0.462 0.000 0.000 0.440 0.279 0.448 0.000 1.000 0.215 0.676 0.190 0.333 0.343 0.241 0.673 0.261 0.636 0.000 0.364 0.000 0.000 0.440 0.459 0.260 1 2
123 1 124 0.459 0.462 0.000 0.000 0.311 0.379 0.458 0.000 1.000 0.210 0.688 0.250 0.333 0.349 0.212 0.625 0.265 0.704 0.000 0.455 0.000 0.000 0.452 0.409 0.258 1 2
124 1 125 0.610 0.231 0.000 0.000 0.316 0.377 0.349 0.000 1.000 0.196 0.641 0.263 0.333 0.297 0.216 0.685 0.283 0.671 0.000 0.455 0.000 0.000 0.476 0.488 0.256 1 2
